Unnamed: 0,AP_Rs,CO_Rs,NO2_Rs,NOX_Rs,NO_Rs,P10_Rs,P25_Rs,Pr_Rs,RH_Rs,SO2_Rs,T_Rs,WD_Rs,WS_Rs
,hPa,mg/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,mm,%,ug/m3,DegC,degres,m/s
2023-12-21 04:45:00,885,2.071,67,132,43,135,130,0,69,76,-31.3,104,1
2023-12-21 05:00:00,885,2.059,70,130,40,133,124,0,69,84,-31,107,2
2023-12-21 05:15:00,885,1.287,64,90,18,133,124,0,69,65,-31.6,109,2
2023-12-21 05:30:00,885,1.65,69,113,29,133,124,0,69,69,-31.4,109,1
2023-12-21 05:45:00,885,1.755,71,119,31,124,115,0,69,73,-31.2,120,1
2023-12-21 06:00:00,885,1.743,74,138,41,118,108,0,69,73,-31.4,197,1
2023-12-21 06:15:00,885,1.732,74,163,58,118,108,0,69,71,-31.6,178,1
2023-12-21 06:30:00,885,1.521,66,130,43,118,108,0,68,65,-31.8,105,1
2023-12-21 06:45:00,885,1.697,72,159,58,116,87,0,69,65,-31.7,107,1
2023-12-21 07:00:00,885,1.872,71,163,60,115,72,0,69,71,-31.2,97,2
2023-12-21 07:15:00,886,1.509,73,180,70,115,72,0,69,69,-31,94,1
2023-12-21 07:30:00,886,1.509,71,195,81,115,72,0,69,66,-31.1,116,1
2023-12-21 07:45:00,886,1.685,72,218,95,111,73,0,69,64,-31.1,114,1
2023-12-21 08:00:00,886,2.094,69,210,93,109,73,0,68,67,-31.3,109,2
2023-12-21 08:15:00,886,2.024,71,210,91,109,73,0,69,63,-31.5,114,2
2023-12-21 08:30:00,886,2.129,78,260,120,109,73,0,69,66,-31.1,110,1
2023-12-21 08:45:00,886,1.849,72,220,96,99,78,0,69,66,-31.1,115,2
2023-12-21 09:00:00,886,1.638,73,237,108,92,81,0,69,64,-31.2,122,1
2023-12-21 09:15:00,886,1.708,72,228,103,92,81,0,69,65,-31,116,1
2023-12-21 09:30:00,886,1.556,69,201,86,92,81,0,69,65,-30.9,119,2
2023-12-21 09:45:00,885,1.416,65,184,78,104,77,0,69,65,-30.7,116,2
2023-12-21 10:00:00,885,1.521,66,222,103,110,73,0,69,69,-30.5,114,2
2023-12-21 10:15:00,885,1.346,64,180,76,110,73,0,69,70,-30.1,120,1
2023-12-21 10:30:00,885,1.404,61,199,90,110,73,0,68,70,-29.8,111,2
2023-12-21 10:45:00,885,1.193,55,159,68,105,80,0,68,69,-29.5,108,2
2023-12-21 11:00:00,885,1.076,56,155,64,102,85,0,67,78,-28.9,110,2
2023-12-21 11:15:00,885,1.1,58,164,70,102,85,0,66,81,-28.1,120,1
2023-12-21 11:30:00,885,0.959,50,140,58,102,85,0,64,77,-27.9,108,2
2023-12-21 11:45:00,885,1.135,58,184,83,95,83,0,63,72,-27.7,120,2
2023-12-21 12:00:00,884,1.158,76,233,103,91,82,0,61,78,-27.4,204,2
2023-12-21 12:15:00,884,1.1,67,195,83,91,82,0,59,74,-27.1,170,1
2023-12-21 12:30:00,884,0.983,58,170,74,91,82,0,58,70,-26.9,118,2
2023-12-21 12:45:00,884,0.936,55,147,61,65,62,0,57,70,-26.7,110,2
2023-12-21 13:00:00,884,0.901,50,126,50,49,47,0,56,66,-26.4,107,2
2023-12-21 13:15:00,884,0.866,52,132,53,49,47,0,56,63,-26.1,110,2
2023-12-21 13:30:00,884,0.749,49,130,53,49,47,0,55,60,-25.9,109,2
2023-12-21 13:45:00,884,0.807,53,138,55,65,58,0,54,60,-25.6,109,2
2023-12-21 14:00:00,883,0.725,53,122,45,75,66,0,54,62,-25.5,107,2
2023-12-21 14:15:00,883,0.807,55,145,59,75,66,0,54,63,-25.4,107,2
2023-12-21 14:30:00,883,0.807,51,124,49,75,66,0,54,61,-25.2,111,2
2023-12-21 14:45:00,883,0.878,57,134,50,62,64,0,54,61,-24.9,110,2
2023-12-21 15:00:00,883,0.889,59,149,59,54,62,0,54,58,-24.5,109,2
2023-12-21 15:15:00,883,1.065,71,184,74,54,62,0,53,60,-24,125,1
2023-12-21 15:30:00,883,0.959,57,147,59,54,62,0,52,57,-24,109,2
2023-12-21 15:45:00,883,0.924,66,157,60,54,59,0,52,55,-24.2,108,2
2023-12-21 16:00:00,883,0.889,57,136,51,54,57,0,52,52,-24.1,110,2
2023-12-21 16:15:00,883,0.995,67,153,56,54,57,0,52,49,-24,117,1
2023-12-21 16:30:00,883,0.959,66,172,69,54,57,0,52,46,-24.1,142,1
2023-12-21 16:45:00,883,1.17,81,212,86,53,60,0,52,49,-24.3,146,1
2023-12-21 17:00:00,883,1.065,67,172,68,52,61,0,53,45,-24.5,112,2
2023-12-21 17:15:00,882,0.924,69,130,40,52,61,0,53,40,-24.9,107,3
2023-12-21 17:30:00,882,0.959,67,149,54,52,61,0,54,40,-24.9,109,2
2023-12-21 17:45:00,882,1.018,70,149,53,49,61,0,55,41,-25.1,111,2
2023-12-21 18:00:00,882,1.03,69,136,44,47,60,0,55,42,-25.4,111,3
2023-12-21 18:15:00,882,1.217,68,168,65,47,60,0,55,43,-25.5,112,2
2023-12-21 18:30:00,882,1.463,82,233,99,47,60,0,56,47,-25.6,113,2
2023-12-21 18:45:00,882,1.404,77,191,75,59,65,0,57,49,-25.6,112,2
2023-12-21 19:00:00,882,1.474,81,189,71,66,69,0,58,50,-25.7,114,1
2023-12-21 19:15:00,882,1.357,76,168,60,66,69,0,58,49,-25.9,110,2
2023-12-21 19:30:00,882,1.638,81,220,90,66,69,0,59,52,-25.9,117,1
2023-12-21 19:45:00,882,1.626,80,226,95,61,62,0,59,56,-25.7,114,1
2023-12-21 20:00:00,882,1.86,84,281,129,58,57,0,59,57,-25.5,108,1
2023-12-21 20:15:00,882,1.708,83,275,125,58,57,0,59,57,-25.7,111,1
2023-12-21 20:30:00,882,1.743,88,262,114,58,57,0,59,58,-25.6,88,1
2023-12-21 20:45:00,881,1.509,87,214,84,67,55,0,59,59,-25.7,72,2
2023-12-21 21:00:00,881,1.638,84,216,86,72,53,0,58,60,-25.5,71,2
2023-12-21 21:15:00,881,2.211,88,245,103,72,53,0,59,66,-25.3,62,2
2023-12-21 21:30:00,881,3.662,95,310,140,72,53,0,60,99,-25.3,73,2
2023-12-21 21:45:00,881,3.218,94,289,128,99,79,0,61,109,-25.2,74,2
2023-12-21 22:00:00,881,2.972,88,266,116,115,99,0,61,103,-25,76,1
2023-12-21 22:15:00,881,2.188,85,249,108,115,99,0,61,40,-25.2,105,2
2023-12-21 22:30:00,881,1.615,73,199,83,115,99,0,60,61,-25.8,113,2
2023-12-21 22:45:00,881,1.427,72,153,54,108,106,0,60,59,-26.2,106,2
2023-12-21 23:00:00,880,1.603,76,199,80,104,111,0,60,58,-26.1,98,1
2023-12-21 23:15:00,880,1.837,82,199,78,104,111,0,60,62,-25.8,71,1
2023-12-21 23:30:00,880,2.679,84,205,79,104,111,0,61,78,-25.7,61,1
2023-12-21 23:45:00,880,2.972,84,222,90,108,103,0,62,91,-25.6,82,1
2023-12-22 00:00:00,880,2.328,80,216,89,110,96,0,62,79,-25.5,91,1
2023-12-22 00:15:00,880,2.223,81,191,73,110,96,0,62,79,-25.3,95,1
2023-12-22 00:30:00,880,3.51,89,224,89,110,96,0,62,101,-25.7,74,1
2023-12-22 00:45:00,880,3.065,83,206,81,118,105,0,62,91,-25.7,82,1
2023-12-22 01:00:00,880,4.505,90,250,105,123,112,0,62,124,-26,62,1
2023-12-22 01:15:00,880,2.387,79,164,56,123,112,0,62,94,-26.1,87,1
2023-12-22 01:30:00,880,4.82,88,216,84,123,112,0,62,123,-26.3,55,1
2023-12-22 01:45:00,880,5.394,91,245,101,142,141,0,63,149,-26.6,66,1
2023-12-22 02:00:00,880,1.615,67,122,36,154,162,0,63,89,-26.4,108,2
2023-12-22 02:15:00,880,1.018,56,75,13,154,162,0,63,59,-27.2,106,2
2023-12-22 02:30:00,880,1.1,61,94,21,154,162,0,62,58,-27.3,112,1
2023-12-22 02:45:00,879,1.053,55,75,13,138,142,0,62,53,-27.3,104,2
2023-12-22 03:00:00,879,1.088,61,90,19,128,127,0,63,54,-27.3,98,1
2023-12-22 03:15:00,879,1.65,66,109,29,128,127,0,63,55,-27.1,95,1
2023-12-22 03:30:00,879,3.054,75,140,43,128,127,0,63,78,-27,68,1
2023-12-22 03:45:00,879,3.92,81,145,43,117,105,0,64,102,-27.2,59,1
2023-12-22 04:00:00,879,4.282,85,153,44,110,89,0,64,117,-27,56,1
2023-12-22 04:15:00,879,4.177,87,140,35,110,89,0,65,120,-27,50,1
2023-12-22 04:30:00,879,4.364,87,136,31,110,89,0,65,125,-27.1,53,1
2023-12-22 04:45:00,879,5.008,88,149,39,118,109,0,65,134,-27.3,58,1
2023-12-22 05:00:00,879,4.399,88,155,44,123,123,0,66,135,-26.7,59,1
2023-12-22 05:15:00,879,3.697,82,134,33,123,123,0,66,124,-26.4,65,1
2023-12-22 05:30:00,879,2.27,64,101,25,123,123,0,65,97,-26.8,99,1
2023-12-22 05:45:00,879,1.193,54,67,9,121,118,0,64,71,-26.9,94,1
2023-12-22 06:00:00,879,1.392,64,99,24,119,115,0,63,67,-26.8,87,1
2023-12-22 06:15:00,879,1.147,61,96,23,119,115,0,63,62,-26.9,88,1
2023-12-22 06:30:00,879,1.205,66,117,34,119,115,0,62,57,-27,93,1
2023-12-22 06:45:00,878,2.843,79,157,51,96,85,0,62,73,-27.2,72,1
2023-12-22 07:00:00,878,3.838,83,168,55,81,64,0,63,93,-27.3,62,1
2023-12-22 07:15:00,878,3.861,86,180,61,81,64,0,65,98,-27.3,58,1
2023-12-22 07:30:00,878,3.803,87,184,64,81,64,0,65,102,-27,53,1
2023-12-22 07:45:00,878,3.814,87,187,65,107,82,0,66,103,-27.2,54,1
2023-12-22 08:00:00,878,3.931,90,205,75,123,96,0,66,104,-26.9,53,1
2023-12-22 08:15:00,878,3.931,96,272,115,123,96,0,66,104,-26.8,69,1
2023-12-22 08:30:00,879,4.013,92,258,109,123,96,0,66,105,-26.7,53,1
2023-12-22 08:45:00,879,3.674,92,252,105,142,124,0,66,103,-26.8,55,1
2023-12-22 09:00:00,879,2.902,90,277,123,155,145,0,67,96,-26.5,97,1
2023-12-22 09:15:00,879,2.083,83,266,119,155,145,0,66,73,-26.5,121,1
2023-12-22 09:30:00,879,1.591,79,214,88,155,145,0,65,65,-26.6,110,1
2023-12-22 09:45:00,879,1.849,93,306,140,124,136,0,64,65,-26.5,171,1
2023-12-22 10:00:00,879,1.556,75,218,94,106,129,0,63,58,-26.6,150,1
2023-12-22 10:15:00,879,0.959,63,153,59,106,129,0,63,45,-26.6,110,1
2023-12-22 10:30:00,879,1.03,61,147,56,106,129,0,62,48,-26.2,109,2
2023-12-22 10:45:00,879,1.076,67,170,68,90,105,0,61,50,-25.3,121,1
2023-12-22 11:00:00,880,1.03,70,149,51,79,88,0,59,62,-24.4,131,1
2023-12-22 11:15:00,880,1.24,77,218,93,79,88,0,56,59,-23.5,145,1
2023-12-22 11:30:00,880,1.088,66,178,74,79,88,0,53,42,-23.8,130,1
2023-12-22 11:45:00,880,1.088,80,199,78,68,83,0,52,49,-23.8,206,2
2023-12-22 12:00:00,880,1.123,84,206,80,61,79,0,51,49,-23.3,209,1
2023-12-22 12:15:00,880,1.24,89,235,96,61,79,0,51,45,-23.4,204,1
2023-12-22 12:30:00,880,1.205,88,239,99,61,79,0,51,45,-22.6,183,1
2023-12-22 12:45:00,880,1.392,99,285,123,62,60,0,51,48,-22.1,206,1
2023-12-22 13:00:00,880,1.264,94,250,103,63,47,0,49,48,-21.5,200,1
2023-12-22 13:15:00,880,1.088,87,208,80,63,47,0,48,44,-21.5,209,1
2023-12-22 13:30:00,880,1.041,88,197,71,63,47,0,48,52,-21.2,263,1
2023-12-22 13:45:00,880,1.123,85,191,69,60,43,0,49,65,-21.4,277,2
2023-12-22 14:00:00,880,1.369,91,205,75,58,41,0,50,78,-21.5,269,2
2023-12-22 14:15:00,880,1.416,91,206,75,58,41,0,51,92,-21.7,265,2
2023-12-22 14:30:00,880,1.322,86,163,51,58,41,0,53,91,-22,261,2
2023-12-22 14:45:00,880,1.814,100,243,94,94,66,0,53,94,-21.4,250,1
2023-12-22 15:00:00,880,1.556,98,216,76,115,84,0,52,98,-21.3,266,1
2023-12-22 15:15:00,880,1.427,96,197,66,115,84,0,52,103,-21.4,267,2
2023-12-22 15:30:00,880,1.556,101,210,73,115,84,0,52,99,-21.2,260,2
2023-12-22 15:45:00,880,1.977,110,231,79,113,86,0,52,109,-21,257,2
2023-12-22 16:00:00,880,1.884,108,224,75,111,87,0,52,103,-21.3,261,2
2023-12-22 16:15:00,880,1.626,102,197,63,111,87,0,52,98,-21.7,258,2
2023-12-22 16:30:00,880,1.486,102,214,74,111,87,0,52,90,-22.1,258,2
2023-12-22 16:45:00,880,1.603,103,231,85,138,93,0,53,85,-22.2,260,1
2023-12-22 17:00:00,880,1.638,104,237,86,154,97,0,54,82,-22.2,255,1
2023-12-22 17:15:00,880,1.79,108,272,108,154,97,0,55,76,-22.6,255,1
2023-12-22 17:30:00,881,1.989,109,306,129,154,97,0,55,76,-22.8,248,2
2023-12-22 17:45:00,881,2.246,109,356,161,155,114,0,56,75,-23.5,250,2
2023-12-22 18:00:00,881,2.293,108,377,176,155,127,0,58,74,-24,256,1
2023-12-22 18:15:00,881,2.293,104,337,153,155,127,0,59,74,-24.2,268,2
2023-12-22 18:30:00,881,2.036,104,310,134,155,127,0,60,73,-24.4,274,1
2023-12-22 18:45:00,881,2.036,101,293,125,161,126,0,60,74,-24.4,267,2
2023-12-22 19:00:00,882,2.024,101,279,118,165,126,0,59,73,-24.6,257,1
2023-12-22 19:15:00,882,2.246,103,338,154,165,126,0,59,74,-24.7,259,2
2023-12-22 19:30:00,882,2.235,101,310,136,165,126,0,59,76,-24.9,246,1
2023-12-22 19:45:00,882,2.328,107,342,154,159,119,0,60,77,-25.2,260,1
2023-12-22 20:00:00,882,2.317,106,310,134,156,115,0,61,76,-25.5,262,1
2023-12-22 20:15:00,882,2.633,105,348,159,156,115,0,62,80,-25.4,256,1
2023-12-22 20:30:00,882,2.516,104,354,164,156,115,0,63,79,-25.2,260,1
2023-12-22 20:45:00,882,2.516,105,350,160,150,108,0,63,76,-25.1,246,1
2023-12-22 21:00:00,882,2.714,112,403,190,147,104,0,64,77,-25,251,1
2023-12-22 21:15:00,882,2.633,110,405,194,147,104,0,64,75,-25,256,1
2023-12-22 21:30:00,882,2.668,108,354,160,147,104,0,64,76,-25.2,262,1
2023-12-22 21:45:00,882,2.773,105,325,144,154,141,0,64,81,-25.6,258,2
2023-12-22 22:00:00,882,2.375,103,298,129,159,168,0,65,81,-26,267,1
2023-12-22 22:15:00,882,2.118,99,270,111,159,168,0,66,34,-26,263,0
2023-12-22 22:30:00,882,2.317,97,308,138,159,168,0,66,70,-25.7,241,0
2023-12-22 22:45:00,882,5.909,114,449,219,163,149,0,66,108,-25.8,69,0
2023-12-22 23:00:00,882,7.757,122,480,234,166,136,0,66,163,-26.2,40,0
2023-12-22 23:15:00,882,4.996,114,442,214,166,136,0,66,151,-26.1,201,1
2023-12-22 23:30:00,882,3.182,101,400,195,166,136,0,66,107,-26.2,198,1
2023-12-22 23:45:00,882,2.399,86,273,123,215,185,0,66,83,-26.6,117,1
2023-12-23 00:00:00,883,2.726,94,302,135,246,221,0,67,83,-26.7,175,1
2023-12-23 00:15:00,882,2.445,94,294,131,246,221,0,67,81,-27.1,196,1
2023-12-23 00:30:00,883,1.825,81,195,75,246,221,0,66,71,-27.4,110,2
2023-12-23 00:45:00,882,1.697,80,178,64,203,186,0,67,68,-27.5,110,1
2023-12-23 01:00:00,882,5.066,100,296,129,175,160,0,67,109,-27.6,59,1
2023-12-23 01:15:00,882,6.096,108,327,143,175,160,0,67,164,-27.9,52,1
2023-12-23 01:30:00,882,6.353,108,348,156,175,160,0,67,192,-28.1,77,1
2023-12-23 01:45:00,883,2.726,91,264,114,222,197,0,68,131,-28.1,198,1
2023-12-23 02:00:00,883,2.352,98,275,115,251,224,0,67,108,-28.3,197,1
2023-12-23 02:15:00,883,2.562,85,214,84,251,224,0,67,103,-28.5,119,1
2023-12-23 02:30:00,883,5.16,96,275,116,251,224,0,67,138,-28.5,68,1
2023-12-23 02:45:00,882,5.324,103,277,114,228,221,0,68,164,-28.5,74,0
2023-12-23 03:00:00,883,2.995,85,229,95,213,220,0,68,128,-28.4,125,1
2023-12-23 03:15:00,883,2.41,79,176,63,213,220,0,68,104,-28.9,107,1
2023-12-23 03:30:00,882,2.562,80,203,80,213,220,0,68,97,-29,115,1
2023-12-23 03:45:00,882,2.761,85,224,90,188,190,0,69,103,-28.9,177,1
2023-12-23 04:00:00,882,2.691,88,212,81,171,169,0,69,102,-29.3,207,1
2023-12-23 04:15:00,882,3.136,83,206,80,171,169,0,69,109,-29.2,120,1
2023-12-23 04:30:00,882,3.019,86,199,74,171,169,0,69,113,-29.2,200,1
2023-12-23 04:45:00,882,2.422,84,178,61,177,165,0,69,105,-29.1,201,1
2023-12-23 05:00:00,882,2.001,84,191,70,181,163,0,68,97,-29,198,1
2023-12-23 05:15:00,882,1.884,84,166,54,181,163,0,68,92,-29,179,1
2023-12-23 05:30:00,882,2.024,81,163,54,181,163,0,68,89,-29,133,1
2023-12-23 05:45:00,882,1.802,73,122,33,162,131,0,67,81,-29.3,112,2
2023-12-23 06:00:00,882,1.767,74,140,43,150,107,0,67,76,-29.4,110,1
2023-12-23 06:15:00,882,1.931,76,145,45,150,107,0,68,77,-29.3,121,1
2023-12-23 06:30:00,882,1.755,78,151,48,150,107,0,68,75,-29.6,191,1
2023-12-23 06:45:00,882,1.977,81,159,51,128,92,0,68,76,-29.8,201,1
2023-12-23 07:00:00,882,2.001,77,140,41,114,82,0,67,78,-29.7,129,1
2023-12-23 07:15:00,882,2.422,77,182,69,114,82,0,67,82,-29.6,114,1
2023-12-23 07:30:00,882,2.633,79,187,70,114,82,0,68,89,-29.2,112,1
2023-12-23 07:45:00,882,2.422,83,212,85,123,86,0,68,86,-29.2,182,1
2023-12-23 08:00:00,882,2.258,85,233,96,129,90,0,68,81,-29.4,153,1
2023-12-23 08:15:00,882,2.305,79,191,74,129,90,0,68,80,-29.4,110,1
2023-12-23 08:30:00,882,2.165,79,199,79,129,90,0,68,77,-29.5,113,1
2023-12-23 08:45:00,882,1.907,77,199,79,110,99,0,68,75,-29.4,110,1
2023-12-23 09:00:00,882,1.755,81,206,83,99,105,0,68,74,-29.1,111,1
2023-12-23 09:15:00,882,1.86,79,229,98,99,105,0,67,75,-29.1,115,1
2023-12-23 09:30:00,882,2.293,79,235,101,99,105,0,67,81,-28.9,115,1
2023-12-23 09:45:00,882,2.106,77,218,93,110,94,0,67,83,-28.8,125,1
2023-12-23 10:00:00,882,2.118,85,273,123,116,85,0,67,82,-28.9,195,1
2023-12-23 10:15:00,882,2.434,92,300,136,116,85,0,67,88,-28.7,201,1
2023-12-23 10:30:00,882,2.211,92,291,130,116,85,0,67,92,-28.3,195,1
2023-12-23 10:45:00,882,2.094,83,243,105,124,105,0,66,93,-27.6,193,1
2023-12-23 11:00:00,882,1.907,86,275,124,129,119,0,66,104,-27.4,207,1
2023-12-23 11:15:00,882,1.591,77,218,93,129,119,0,64,101,-26.6,151,1
2023-12-23 11:30:00,882,1.322,65,166,66,129,119,0,62,81,-26.7,110,2
2023-12-23 11:45:00,881,1.357,70,195,81,125,106,0,61,83,-26,104,1
2023-12-23 12:00:00,881,1.439,71,212,93,123,97,0,60,84,-25.7,116,2
2023-12-23 12:15:00,881,1.264,66,176,73,123,97,0,58,83,-25.5,117,1
2023-12-23 12:30:00,881,1.381,74,184,73,123,97,0,58,84,-24.9,113,1
2023-12-23 12:45:00,881,1.147,70,157,58,116,95,0,56,88,-24.4,117,1
2023-12-23 13:00:00,881,1.275,75,189,75,111,94,0,55,88,-23.8,130,1
2023-12-23 13:15:00,881,1.357,70,178,70,111,94,0,54,85,-23.6,107,1
2023-12-23 13:30:00,880,1.299,87,224,90,111,94,0,54,88,-23.5,187,1
2023-12-23 13:45:00,880,1.287,69,185,75,104,85,0,54,90,-23.3,107,2
2023-12-23 14:00:00,880,1.24,77,208,86,99,79,0,54,96,-23,116,1
2023-12-23 14:15:00,880,1.498,91,229,90,99,79,0,54,99,-22.6,204,1
2023-12-23 14:30:00,880,1.322,92,228,88,99,79,0,53,106,-22.3,207,1
2023-12-23 14:45:00,880,1.381,93,258,108,99,87,0,53,111,-21.8,200,1
2023-12-23 15:00:00,880,1.369,90,231,93,99,93,0,52,109,-21.5,202,1
2023-12-23 15:15:00,879,1.31,94,254,104,99,93,0,51,116,-20.9,196,1
2023-12-23 15:30:00,879,1.439,96,279,120,99,93,0,50,117,-20.5,249,0
2023-12-23 15:45:00,879,1.486,106,327,145,100,83,0,49,111,-20.6,192,1
2023-12-23 16:00:00,879,1.392,100,291,125,101,76,0,50,110,-20.7,196,1
2023-12-23 16:15:00,879,1.568,102,331,150,101,76,0,51,108,-21,186,1
2023-12-23 16:30:00,879,1.463,98,275,116,101,76,0,51,104,-21.3,181,1
2023-12-23 16:45:00,879,1.615,98,279,119,107,86,0,52,100,-21.6,172,1
2023-12-23 17:00:00,879,1.521,98,275,116,111,94,0,53,97,-21.9,183,1
2023-12-23 17:15:00,879,1.697,99,289,124,111,94,0,53,95,-21.9,197,1
2023-12-23 17:30:00,879,1.755,100,296,129,111,94,0,54,94,-21.9,200,1
2023-12-23 17:45:00,879,1.626,90,250,104,114,86,0,54,92,-22,124,1
2023-12-23 18:00:00,879,1.463,88,208,78,116,80,0,55,86,-22.4,114,1
2023-12-23 18:15:00,879,1.661,94,268,114,116,80,0,56,87,-22.4,137,1
2023-12-23 18:30:00,879,1.931,100,325,148,116,80,0,56,81,-22.7,165,1
2023-12-23 18:45:00,879,1.626,92,252,105,109,74,0,57,72,-23,107,1
2023-12-23 19:00:00,879,1.79,93,250,103,106,70,0,58,74,-23,123,1
2023-12-23 19:15:00,879,1.954,98,317,144,106,70,0,58,78,-22.7,138,1
2023-12-23 19:30:00,879,2.352,102,356,165,106,70,0,59,81,-22.5,193,1
2023-12-23 19:45:00,879,2.551,104,373,176,104,70,0,59,83,-22.6,183,1
2023-12-23 20:00:00,879,2.902,99,340,158,102,70,0,59,96,-22.4,105,1
2023-12-23 20:15:00,878,4.703,117,407,190,102,70,0,60,147,-22.2,89,1
2023-12-23 20:30:00,878,3.089,100,377,181,102,70,0,60,119,-22.4,108,1
2023-12-23 20:45:00,878,2.562,101,369,175,140,108,0,60,103,-22.9,190,1
2023-12-23 21:00:00,878,2.41,102,329,148,164,135,0,60,97,-23.5,200,1
2023-12-23 21:15:00,878,2.34,94,294,131,164,135,0,60,97,-23.4,120,1
2023-12-23 21:30:00,878,2.399,93,270,115,164,135,0,61,102,-23.2,103,1
2023-12-23 21:45:00,878,2.785,103,373,176,148,132,0,61,103,-22.9,191,1
2023-12-23 22:00:00,878,2.726,100,348,163,137,129,0,61,104,-22.9,116,0
2023-12-23 22:15:00,878,3.054,97,388,191,137,129,0,61,45,-22.8,112,1
2023-12-23 22:30:00,878,3.182,98,419,210,137,129,0,62,100,-23,187,1
2023-12-23 22:45:00,878,2.492,88,289,131,157,121,0,62,95,-23.7,105,1
2023-12-23 23:00:00,878,2.317,87,291,133,169,115,0,62,87,-23.9,106,1
2023-12-23 23:15:00,878,2.071,84,214,85,169,115,0,62,89,-24,108,1
2023-12-23 23:30:00,878,2.27,89,206,78,169,115,0,62,101,-24,95,1
2023-12-23 23:45:00,878,2.633,87,252,108,160,125,0,62,107,-23.9,114,1
2023-12-24 00:00:00,878,3.054,87,285,129,155,133,0,63,107,-24,122,1
2023-12-24 00:15:00,878,2.071,84,212,84,155,133,0,63,107,-24.1,108,1
2023-12-24 00:30:00,878,2.024,86,216,85,155,133,0,63,100,-24.1,112,1
2023-12-24 00:45:00,878,2.41,89,266,116,147,126,0,63,100,-24,187,1
2023-12-24 01:00:00,878,2.539,88,266,116,142,121,0,63,97,-24.4,149,1
2023-12-24 01:15:00,878,2.434,76,197,79,142,121,0,63,100,-24.6,111,2
2023-12-24 01:30:00,878,2.059,78,166,58,142,121,0,63,93,-24.9,111,2
2023-12-24 01:45:00,878,1.767,78,176,64,145,122,0,64,89,-24.9,112,1
2023-12-24 02:00:00,878,1.661,79,166,56,147,122,0,64,87,-24.7,110,1
2023-12-24 02:15:00,878,2.001,79,178,65,147,122,0,63,90,-24.7,111,2
2023-12-24 02:30:00,878,2.012,77,155,51,147,122,0,64,93,-24.8,112,2
2023-12-24 02:45:00,878,1.977,81,159,51,145,119,0,64,100,-24.7,112,1
2023-12-24 03:00:00,878,1.837,79,147,45,144,116,0,64,103,-24.6,111,1
2023-12-24 03:15:00,878,2.036,81,168,58,144,116,0,64,106,-24.3,121,1
2023-12-24 03:30:00,878,2.153,81,168,58,144,116,0,64,109,-24.1,137,1
2023-12-24 03:45:00,878,2.141,86,178,60,149,93,0,63,110,-24,197,1
2023-12-24 04:00:00,878,1.919,85,170,56,152,76,0,63,107,-24,203,1
2023-12-24 04:15:00,878,1.966,82,161,51,152,76,0,63,107,-23.8,170,0
2023-12-24 04:30:00,878,1.767,85,176,60,152,76,0,62,105,-23.7,202,1
2023-12-24 04:45:00,878,1.755,88,193,69,125,98,0,62,103,-23.6,201,1
2023-12-24 05:00:00,877,1.802,96,245,98,107,115,0,62,104,-23.3,201,1
2023-12-24 05:15:00,877,1.907,90,195,68,107,115,0,62,105,-23.2,200,1
2023-12-24 05:30:00,877,1.814,75,140,43,107,115,0,61,102,-23.3,113,1
2023-12-24 05:45:00,877,1.533,73,115,28,116,104,0,62,92,-23.8,110,1
2023-12-24 06:00:00,877,1.685,79,130,34,121,95,0,63,97,-23.7,112,1
2023-12-24 06:15:00,877,1.416,77,107,20,121,95,0,63,94,-23.9,111,1
2023-12-24 06:30:00,877,1.451,77,113,23,121,95,0,63,95,-24,115,1
2023-12-24 06:45:00,877,1.626,72,105,23,119,79,0,63,96,-23.7,114,1
2023-12-24 07:00:00,877,2.129,73,119,30,118,66,0,63,104,-23.7,105,1
2023-12-24 07:15:00,877,1.626,75,117,26,118,66,0,63,105,-23.7,104,1
2023-12-24 07:30:00,877,1.03,68,105,24,118,66,0,63,95,-23.8,109,1
2023-12-24 07:45:00,877,1.065,68,101,23,110,58,0,63,95,-23.6,109,1
2023-12-24 08:00:00,877,1.158,79,174,61,106,52,0,63,100,-23.1,117,1
2023-12-24 08:15:00,877,1.112,74,149,49,106,52,0,63,97,-23,108,2
2023-12-24 08:30:00,877,1.123,74,130,36,106,52,0,63,91,-23.3,112,1
2023-12-24 08:45:00,877,1.275,81,170,59,99,70,0,63,99,-22.9,113,1
2023-12-24 09:00:00,877,1.135,74,151,50,95,83,0,63,98,-22.8,109,1
2023-12-24 09:15:00,877,0.995,71,130,38,95,83,0,63,93,-22.8,112,1
2023-12-24 09:30:00,877,1.17,79,182,68,95,83,0,63,101,-22.2,135,1
2023-12-24 09:45:00,877,1.24,71,178,69,95,75,0,62,97,-22,108,1
2023-12-24 10:00:00,877,1.275,71,178,70,96,69,0,62,99,-21.8,108,1
2023-12-24 10:15:00,877,1.158,68,170,66,96,69,0,62,102,-21.6,114,1
2023-12-24 10:30:00,877,1.158,64,155,59,96,69,0,62,97,-21.5,114,1
2023-12-24 10:45:00,877,1.252,69,164,63,99,61,0,62,103,-21,122,1
2023-12-24 11:00:00,877,1.322,68,151,54,101,55,0,61,108,-20.6,103,1
2023-12-24 11:15:00,877,1.65,70,178,70,101,55,0,61,115,-20.2,107,1
2023-12-24 11:30:00,876,1.72,70,163,60,101,55,0,60,120,-19.9,105,1
